"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-18471T,11/17,0129 hrs,11/17 0129 hrs,11/17,0233 hrs,Possession of Marijuana/Paraphernalia,Sonora Center,Cleared By Arrest
10-18479T,11/17,0822 hrs,11/17 0822 hrs,11/17,0850 hrs,Subject Disturbing,Post Office,Pending
"",,,,,,,Urban Systems,
10-18491T,11/17,1309 hrs,11/15 1800 hrs,11/15,1800 hrs,Theft,,Pending
"",,,,,,,Engineering,
"",,,,,,,School of Human,
10-18492T,11/17,1340 hrs,11/12 1200 hrs,11/15,1200 hrs,Bicycle Theft,Evolution and Social,Pending
"",,,,,,,Change,
"",,,,,,,Physical Sciences F-,
10-18507T,11/17,1759 hrs,11/17 1600 hrs,11/17,1700 hrs,Bicycle Theft,,Pending
"",,,,,,,Wing,
10-18508D,11/17,1808 hrs,11/17 1600 hrs,11/17,1800 hrs,Theft,UCENT Building,Pending
10-18522T,11/17,2041 hrs,11/17 1730 hrs,11/17,2025 hrs,Bicycle Theft,Coor,Pending
10-18486T,11/17,1039 hrs,11/17 1039 hrs,11/17,1557 hrs,Criminal Damage,Language and Lit,Pending
10-18499T,11/17,1700 hrs,11/17 1700 hrs,11/17,1816 hrs,Hit and Run Accident no Injuries,BAC,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-18544T,11/18,0100 hrs,11/17 2000 hrs,11/18,0100 hrs,Burglary,Schwada,Pending
"",,,,,,,N Scottsdale Rd / E,
10-18546T,11/18,0108 hrs,11/18 0108 hrs,11/18,0120 hrs,Driving on Suspended License / Reckless Driving,,Cleared by Arrest
"",,,,,,,Curry Rd,
10-18575T,11/18,1413 hrs,11/17 1430 hrs,11/17,1430 hrs,Theft,Memorial Union,Pending
"",,,,,,,Student Recreation,
10-18581T,11/18,1619 hrs,11/17 1200 hrs,11/18,1600 hrs,Bike Theft,,Pending
"",,,,,,,Center,
10-18593T,11/18,2149 hrs,11/18 2130 hrs,11/18,2149 hrs,Vehicle Burglary,Parking Structure 5,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-18603T,11/19,0019 hrs,11/19 0019 hrs,11/19,0031 hrs,Criminal Damage / Felony Warrant Arrest,Fulton Center,Cleared by Arrest
