10-14085T,9/12,2020 hrs,9/12 2015 hrs,9/12,2015 hrs,Sexual Abuse,Engineering Center A-Wing,Pending
10-14086D,9/12,2033 hrs,9/12 1100 hrs,9/12,1945 hrs,Bicycle Theft,Cronkite,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,,Thru,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-14104T,9/13,0437 hrs,9/10 1700 hrs,9/13,0437 hrs,Criminal Damage,Music East,Pending
"",,,,,,,N Scottsdale / E McKellips,
10-14105T,9/13,0518 hrs,9/13 0518 hrs,9/13,0518 hrs,Warrant Arrest,,Cleared by Arrest
"",,,,,,,RD,
10-14112T,9/13,0956 hrs,9/13 0956 hrs,9/13,0956 hrs,Warrant Arrest,325 E Apache Blvd,Cleared by Arrest
10-14116T,9/13,1143 hrs,9/11 0800 hrs,9/13,0800 hrs,Theft,Fulton Building,Pending
"",,,,,,,N Scottsdale / E McKellips,
10-14118T,9/13,1200 hrs,9/13 1200 hrs,9/13,1200 hrs,Warrant Arrest,,Cleared by Arrest
"",,,,,,,RD,
10-14119T,9/13,1158 hrs,9/10 0800 hrs,9/13,0800 hrs,Bicycle Theft,Vista del Sol Building K,Pending
10-14127T,9/13,1445 hrs,8/24 1530 hrs,8/24,1700 hrs,Theft,Armstrong Hall,Pending
10-14128T,9/13,1454 hrs,09/9 1455 hrs,9/9,1615 hrs,Bicycle Theft,College of Design South,Pending
10-14134T,9/13,1550 hrs,9/13 1330 hrs,9/13,1330 hrs,Assault,Memorial Union,Pending
10-14137T,9/13,1633 hrs,9/13 0900 hrs,9/13,1633 hrs,Bicycle Theft,Physical Sciences H,Pending
10-14142T,9/13,1716 hrs,9/13 0830 hrs,9/13,1600 hrs,Bicycle Theft,SCOB,Pending
10-14152T,9/13,1906 hrs,9/13 1650 hrs,9/13,1840 hrs,Bicycle Theft,Payne,Pending
10-14167T,9/13,2202 hrs,9/13 1930 hrs,9/13,2130 hrs,Bicycle Theft,Matthews Hall,Pending
10-14169T,9/13,2304 hrs,9/13 1200 hrs,9/13,2250 hrs,Burglary,6800 blk of W Ursala Ave,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,,Thru,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-14184T,9/14,1012 hrs,9/14 0001 hrs,9/14,0800 hrs,Theft,Hassayampa Phase 2,Pending
10-14187T,9/14,1030 hrs,9/14 0950 hrs,9/14,0950 hrs,Violation of Court Order,Computing Commons,Pending
10-14190W,9/14,1409 hrs,9/14 1330 hrs,9/14,1409 hrs,Theft,Sands Building,Pending
"",,,,,,,University Services,
10-14194T,9/14,1543 hrs,9/14 0720 hrs,9/14,1500 hrs,Bicycle Theft,,Pending
"",,,,,,,Building,
10-14198T,9/14,1622 hrs,9/14 1530 hrs,9/14,1545 hrs,Vehicle Theft / Theft of Personal Property,Chilies,Pending
10-14205T,9/14,1807 hrs,9/14 1330 hrs,9/14,1500 hrs,Stolen Bicycle,Life Sciences C,Pending
10-14202T,9/14,1702 hrs,8/24 2355 hrs,8/24,2355 hrs,Assault,Tempe parking lot 3,pending
10-14212W,9/14,2000 hrs,9/14 1850 hrs,9/14,1945 hrs,Theft,Sands Building,Pending
10-14215T,9/14,2044 hrs,9/14 1930 hrs,9/14,2015 hrs,Stolen Bicycle,Language Literature,Pending
10-14222T,9/14,2320 hrs,9/13 2300 hrs,9/14,2300 hrs,Criminal Damage,Manzanita,Pending
10-14227T,9/14,2330 hrs,9/14 1100 hrs,9/14,2000 hrs,Stolen Bicycle,College of Design South,Pending
"",,,,Occurred,,,,
